title,author,publicationName,cover_date,scopus_id,cited_by_count,open_access
Resisting Techno-Orientalism and Mimicry Stereotypes in and Through Data Science Education,Peralta L.M.M.,TechTrends,2023-05-01,SCOPUS_ID:85150728066,3,False
Reviewing the differences between learning analytics and educational data mining: Towards educational data science,Cerezo R.,Computers in Human Behavior,2024-05-01,SCOPUS_ID:85183452377,5,False
DevOps for data science,Gold A.K.,DevOps for Data Science,2024-06-19,SCOPUS_ID:85199736830,0,False
A scientific field in formation: Contributing to define data science as a new context of scientific research,Jamil G.L.,Enhancing Business Communications and Collaboration Through Data Science Applications,2023-03-21,SCOPUS_ID:85162931402,0,False
Perspectives on research and practice in and around cultural relevance for pre-college data science in computing,Walker J.T.,Improving Equity in Data Science: Re-Imagining the Teaching and Learning of Data in K-16 Classrooms,2024-06-03,SCOPUS_ID:85193498067,1,False
Advancing Data Science Competencies for Nursing PhD Students,Bakken S.,Studies in Health Technology and Informatics,2024-07-24,SCOPUS_ID:85199636536,0,True
Data science in pharmaceutical R&amp;D: the DISRUPT-DS industry roundtable,Khan N.S.,Nature Reviews Drug Discovery,2024-09-01,SCOPUS_ID:85198651952,0,False
Erratum to: Reproducible big data science: A case study in continuous FAIRness(PloS ONE (2019) 14:4 (e0213013) DOI: 10.1371/journal.pone.0213013),,PLoS ONE,2023-11-01,SCOPUS_ID:85181401938,0,True
Leveraging Data Science and Novel Technologies to Develop and Implement Precision Medicine Strategies in Critical Care,Sanchez-Pinto L.N.,Critical Care Clinics,2023-10-01,SCOPUS_ID:85153204032,6,False
Overview of Machine Learning Techniques in Cybersecurity Data Science using Gradient Boosting and Random Forest Algorithm,Gulhane K.,"2nd International Conference on Intelligent Cyber Physical Systems and Internet of Things, ICoICI 2024 - Proceedings",2024-01-01,SCOPUS_ID:85207200275,0,False
Can NeuroIS improve executive employee recruitment? Classifying levels of executive functions using resting state EEG and data science methods,Zazon D.,Decision Support Systems,2023-05-01,SCOPUS_ID:85147714803,5,False
Mapping the Landscape of Data Science Education in Higher General Education in Taiwan: A Comprehensive Syllabi Analysis,Hsu Y.C.,Education Sciences,2024-07-01,SCOPUS_ID:85199418523,1,True
Data science for graphs,Carlsson G.,Journal of Applied and Computational Topology,2024-10-01,SCOPUS_ID:85203149352,0,True
An exploration of python libraries in machine learning models for data science,Sundaram J.,Advanced Interdisciplinary Applications of Machine Learning Python Libraries for Data Science,2023-09-13,SCOPUS_ID:85174344088,1,False
Using Data Science and a Health Equity Lens to Identify Long- COVID Sequelae Among Medically Underserved Populations,Nasir M.,Journal of Health Care for the Poor and Underserved,2023-05-01,SCOPUS_ID:85159178036,1,False
Statistics Evolution and Revolution to Meet Data Science Challenges,Wu H.,Statistics in Biosciences,2024-01-01,SCOPUS_ID:85203132682,0,True
Data Science in Health Services,Giabbanelli P.J.,Information (Switzerland),2023-06-01,SCOPUS_ID:85163776132,0,True
Construction of Knowledge Graph of Discrete Mathematics and Data Science and Big Data Technology Course Groups,Zhang M.,ACM International Conference Proceeding Series,2023-04-13,SCOPUS_ID:85171295067,0,False
Debate: The technical challenges in ‘getting the data supply right’ as a prerequisite for data science,Polzer T.,Public Money and Management,2024-01-01,SCOPUS_ID:85204641810,1,True
How to organise a datathon for bridging between data science and healthcare? Insights from the Technion-Rambam machine learning in healthcare datathon event,Sobel J.,BMJ Health and Care Informatics,2023-09-11,SCOPUS_ID:85170631780,1,True
Lodestar: Supporting rapid prototyping of data science workflows through data-driven analysis recommendations,Raghunandan D.,Information Visualization,2024-01-01,SCOPUS_ID:85168089327,0,False
Analysing trends of computational urban science and data science approaches for sustainable development,Kumar D.,Computational Urban Science,2024-12-01,SCOPUS_ID:85209789532,0,True
"Future communication systems using artificial intelligence, internet of things and data science",Ullah I.,"Future Communication Systems Using Artificial Intelligence, Internet of Things and Data Science",2024-06-14,SCOPUS_ID:85192125498,0,False
Vocabulary exposure to children is enhanced by using both informational and narrative picture books for read-alouds: A comparative modelling study using data science methods,Green C.,Journal of Research in Reading,2024-11-01,SCOPUS_ID:85196650206,0,True
The impact of forum content on data science open innovation performance: A system dynamics-based causal machine learning approach,Li L.,Technological Forecasting and Social Change,2024-01-01,SCOPUS_ID:85181757540,3,True
How to Build Progressive Public Services with Data Science and Artificial Intelligence,Margetts H.,Political Quarterly,2024-01-01,SCOPUS_ID:85201319327,0,True
"Editorial: Inquire, Investigate, Implement, Innovate – Symposium on Data Science and Statistics 2023",Dodwell E.,Journal of Data Science,2024-01-01,SCOPUS_ID:85195682230,0,True
Rethinking catalyst design by using data science,Alektiar S.N.,Chem,2023-06-08,SCOPUS_ID:85164721029,0,False
The Impact of Information Systems and Data Science on Management in Modern Professional Football: Moneyball Theory and the Development Model of Brentford FC,Chatziparaskevas P.,AIP Conference Proceedings,2024-10-08,SCOPUS_ID:85207224711,0,False
Defining a Digital Twin: A Data Science-Based Unification,Emmert-Streib F.,Machine Learning and Knowledge Extraction,2023-09-01,SCOPUS_ID:85172895045,10,True
"2nd IEEE International Conference on Data Science and Network Security, ICDSNS 2024",,"2nd IEEE International Conference on Data Science and Network Security, ICDSNS 2024",2024-01-01,SCOPUS_ID:85206567427,0,False
Data science inscription of the Jyotirlingas!,Vuppalapati C.,Data Science Inscription of the Jyotirlingas!,2024-08-05,SCOPUS_ID:85203033123,0,False
Perception and trends towards research and technological development in the avocado value chain using data science tools,Cáceres-Zambrano J.,Revista Ceres,2024-01-01,SCOPUS_ID:85197938986,0,True
Investigation and Analysis of Influencing Factors of Innovation Quality of Data Science Students Based on Machine Learning,Fan Y.,ACM International Conference Proceeding Series,2024-04-26,SCOPUS_ID:85200122670,0,False
Bringing advanced technology to strategic decision-making: The Decision Intelligence/Data Science (DI/DS) Integration framework,Pratt L.,Futures,2023-09-01,SCOPUS_ID:85166003907,5,False
"Correction to: Revisiting Alwyn H. Gentry’s forest transect data: latitudinal beta diversity patterns are revealed using a statistical sampling-model-based approach (Japanese Journal of Statistics and Data Science, (2023), 6, 2, (861-884), 10.1007/s42081-023-00214-1)",Chao A.,Japanese Journal of Statistics and Data Science,2024-01-01,SCOPUS_ID:85189038298,0,True
Stochastic dynamics and data science,Gao T.,Stochastics and Dynamics,2023-12-01,SCOPUS_ID:85177759066,0,False
An emphasis on the essential functions of data science to maintain vital services during pandemic,Tiwari K.,AIP Conference Proceedings,2024-01-19,SCOPUS_ID:85184583977,0,True
The Journal of Financial Data Science,Fabozzi F.A.,Journal of Financial Data Science,2023-03-01,SCOPUS_ID:85179347211,0,False
"Editorial: Data science methods for solving real-world problems in transportation, security and beyond",Faus M.,Frontiers in Built Environment,2024-01-01,SCOPUS_ID:85188069843,0,True
"Remote Monitoring of Positive Airway Pressure Data: Challenges, Pitfalls, and Strategies to Consider for Optimal Data Science Applications",Bottaz-Bosson G.,Chest,2023-05-01,SCOPUS_ID:85148574674,6,False
Unveiling the Future of Oncology and Precision Medicine through Data Science,Zaravinos A.,International Journal of Molecular Sciences,2024-06-01,SCOPUS_ID:85195846905,0,True
"Big Data, Data Science, and Artificial Intelligence for Project Management in the Architecture, Engineering, and Construction Industry: A Systematic Review",Zabala-Vargas S.,Buildings,2023-12-01,SCOPUS_ID:85180723144,5,True
Discussing the History of Ideas in a Data Science Seminar,Anderson P.,SIGCSE 2023 - Proceedings of the 54th ACM Technical Symposium on Computer Science Education,2023-03-06,SCOPUS_ID:85149738942,0,True
Nonintrusive Rapid Evaluation of Fracture Isolation in Plug-And-Perf Completions Based on Data Science Methodology,Oparin M.,"International Petroleum Technology Conference, IPTC 2024",2024-01-01,SCOPUS_ID:85187575613,0,False
Editorial: Symposium on Data Science and Statistics 2022,Bowen C.M.K.,Journal of Data Science,2023-04-01,SCOPUS_ID:85170697473,1,True
"Data science skills for the built environment: Lessons learned from a massive open online Python course for construction, architecture, and engineering",Miller C.,E3S Web of Conferences,2024-08-07,SCOPUS_ID:85201386367,0,True
The use of data science by healthcare leaders,Salehnejad R.,Research Handbook on Leadership in Healthcare,2023-09-12,SCOPUS_ID:85176346526,1,False
Exploring the Organizational Models for Data Science in Agile Software Development: Challenges and Strategies from a Multi-Case Study,Ulfsnes R.,Proceedings of the Annual Hawaii International Conference on System Sciences,2024-01-01,SCOPUS_ID:85199779367,0,False
Computer science and non-computer science faculty members’ perception on teaching data science via an experiential learning platform,Chen H.,Education and Information Technologies,2023-04-01,SCOPUS_ID:85139657927,0,False
Text mining business policy documents: Applied data science in finance,Spruit M.,"Research Anthology on Business Law, Policy, and Social Responsibility",2023-12-21,SCOPUS_ID:85184788620,0,True
Data Science as an Enabler: Integrating Business Intelligence (BI) Tools with Artificial Intelligence (AI) for an Ever Evolving Industry,Al-Jumah A.,"Society of Petroleum Engineers - SPE Conference at Oman Petroleum and Energy Show, OPES 2024",2024-01-01,SCOPUS_ID:85191750864,0,False
Revisiting the Copson Curve Using Data Science,Rojas Z A.,Journal of the Electrochemical Society,2023-06-01,SCOPUS_ID:85161581470,0,True
Ethics and equity in data science for evaluators,Greenstein N.,Artificial Intelligence and Evaluation: Emerging Technologies and Their Implications for Evaluation,2024-09-25,SCOPUS_ID:85205277489,6,False
The Tools Being Used to Introduce Youth to Data Science,Moon P.F.,Proceedings of IDC 2023 - 22nd Annual ACM Interaction Design and Children Conference: Rediscovering Childhood,2023-06-19,SCOPUS_ID:85169131249,6,True
Integration of Philosophy of Science in Biomedical Data Science Education to Foster Better Scientific Practice,Pieterman-Bos A.,Science and Education,2023-12-01,SCOPUS_ID:85135136431,0,True
Exploring the Potential of the Kumaraswamy Discrete Half-Logistic Distribution in Data Science Scanning and Decision-Making,Shahen H.S.,Annals of Data Science,2024-01-01,SCOPUS_ID:85204705954,0,False
Humanistic pre-service data science teacher education across the disciplines,Lee V.R.,Improving Equity in Data Science: Re-Imagining the Teaching and Learning of Data in K-16 Classrooms,2024-06-03,SCOPUS_ID:85193507857,0,False
Data science meets intelligent internet of things,Ullah I.,"Future Communication Systems Using Artificial Intelligence, Internet of Things and Data Science",2024-06-14,SCOPUS_ID:85192119693,0,False
The Transformation of Business and the Society with the Influence of Data Science,Sindhura K.,AIP Conference Proceedings,2023-11-21,SCOPUS_ID:85179805305,0,False
Data Science Guiding Analysis of Organic Reaction Mechanism and Prediction,Tâmega G.S.,Chemical Record,2024-01-01,SCOPUS_ID:85208188295,0,True
Supply Chain Optimization with Data Science,Pooja ,"15th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2024",2024-01-01,SCOPUS_ID:85209144877,0,False
Computing in Data Science or Data in Computer Science? Exploring the Relationship between Data Science and Computer Science in K-12 Education,Drozda Z.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-14,SCOPUS_ID:85189136990,0,False
Undergraduate Degree in Medical Data Science: A Conceptual Framework,Agha-Mir-Salim L.,Studies in Health Technology and Informatics,2024-08-22,SCOPUS_ID:85202005520,0,True
Growing a FLOWER: Building a Diagram Unifying Flow and ER Notation for Data Science,Ordonez C.,HILDA 2024 - Workshop on Human-In-the-Loop Data Analytics Co-located with SIGMOD 2024,2024-06-14,SCOPUS_ID:85198224792,0,True
TREADS: Target Research for Anti-epileptic Drugs Using Data Science,Chintalapati J.,Neurology India,2024-01-01,SCOPUS_ID:85197660408,0,False
Data science opportunities of large language models for neuroscience and biomedicine,Bzdok D.,Neuron,2024-03-06,SCOPUS_ID:85186249919,1,True
Framework to infuse data science in the archives and records management curriculum in South Africa,Mojapelo M.,African Journal of Library Archives and Information Science,2023-10-16,SCOPUS_ID:85175558774,1,False
Data science in insurance,Singh Kaswan K.,The Application of Emerging Technology and Blockchain in the Insurance Industry,2023-10-08,SCOPUS_ID:85175664402,0,False
Environmental data science: Part 2,Burr W.S.,Environmetrics,2023-03-01,SCOPUS_ID:85147173121,1,False
WheelPower: Wheelchair Sports and Data Science Push It to the Limit,Vegter R.J.K.,OpenAccess Series in Informatics,2024-10-28,SCOPUS_ID:85208941604,0,False
Data Science - -A Systematic Treatment,Tamer Özsu M.,Communications of the ACM,2023-06-22,SCOPUS_ID:85165200431,10,True
Leveraging data science for personalized nutrition,Ghosh J.,Nutrition Controversies and Advances in Autoimmune Disease,2024-08-09,SCOPUS_ID:85203484488,0,False
Enhancing Explainability in Mobility Data Science Through a Combination of Methods,Makridis G.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85199558146,0,False
Classification of University Excellence: A Multi-dimensional Exploration of Ranking Criteria Using Data Science and Visualization Technology,El Koshiry A.M.,Lecture Notes on Data Engineering and Communications Technologies,2024-01-01,SCOPUS_ID:85209547684,1,False
Predictive analysis in healthcare using data science,Aarthy C.,Data Science in the Medical Field,2024-01-01,SCOPUS_ID:85208871688,0,False
Dirty Data in the Newsroom: Comparing Data Preparation in Journalism and Data Science,Kasica S.,Conference on Human Factors in Computing Systems - Proceedings,2023-04-19,SCOPUS_ID:85160004726,3,False
The impact of data science and participated geographic metadata on improving government service deliveries: Prospects and obstacles,Pramanik S.,Machine Learning Techniques and Industry Applications,2024-04-16,SCOPUS_ID:85192810154,0,False
Insights into modifiers effects in differential mobility spectrometry: A data science approach for metabolomics and peptidomics,Stepanovic S.,Journal of Mass Spectrometry,2024-06-01,SCOPUS_ID:85193077986,0,True
"Data science and analytics, modeling, simulation, and issues of omics dataset",Kumar S.,"Integrative Omics: Concept, Methodology, and Application",2024-01-01,SCOPUS_ID:85199643828,0,False
Series Editorial: Artificial Intelligence and Data Science for Communications,Choi Y.,IEEE Communications Magazine,2023-06-01,SCOPUS_ID:85163576829,2,True
Data science and healthcare,Djangone A.,Advanced Mathematical Applications in Data Science,2023-08-24,SCOPUS_ID:85204559381,0,False
A New Era of Modeling MOF-Based Membranes: Cooperation of Theory and Data Science,Demir H.,Macromolecular Materials and Engineering,2024-01-01,SCOPUS_ID:85171672162,8,True
Taking data science into the forest,Longdon J.,Interdisciplinary Science Reviews,2024-03-01,SCOPUS_ID:85202198550,0,False
"Emerging trends, techniques, and applications in geospatial data science",Gaur L.,"Emerging Trends, Techniques, and Applications in Geospatial Data Science",2023-04-24,SCOPUS_ID:85163458236,2,False
A data science framework for profit health assessment: development and validation,Zhu W.,Advances in Continuous and Discrete Models,2024-12-01,SCOPUS_ID:85205264616,0,True
Enriching Data Science and Health Care Education: Application and Impact of Synthetic Data Sets Through the Health Gym Project,Kuo N.I.H.,JMIR Medical Education,2024-01-01,SCOPUS_ID:85186212103,0,True
"Editorial for the Special Issue on “Software Engineering and Data Science”, Volume II",Tosi D.,Future Internet,2023-09-01,SCOPUS_ID:85172134533,0,True
Evaluating the influence of digital strategy on the interplay between quality certification and sales performance using data science and machine learning algorithms,Niankara I.,"Journal of Open Innovation: Technology, Market, and Complexity",2024-09-01,SCOPUS_ID:85200980888,0,True
Integrating data science and neural architecture techniques for automatic pain assessment in critically ill patients,Cascella M.,Anaesthesia Critical Care and Pain Medicine,2023-08-01,SCOPUS_ID:85150371324,2,False
Major Role of Multiscale Entropy Evolution in Complex Systems and Data Science,Nawaz S.,Entropy,2024-04-01,SCOPUS_ID:85191711900,0,True
Evidence for the druggability of aldosterone targets in heart failure: A bioinformatics and data science-driven decision-making approach,Salgado Rezende de Mendonça L.,Computers in Biology and Medicine,2024-03-01,SCOPUS_ID:85186263536,0,False
Smart education system initiatives to support data science and industry 4.0,Saranya V.,Handbook of Research on Data Science and Cybersecurity Innovations in Industry 4.0 Technologies,2023-09-21,SCOPUS_ID:85174430101,0,False
A Graph-Based Approach for Searching and Visualizing of Resources and Concepts in Data Science,Morales-Quezada D.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85194239239,0,False
"Medical examiner response to the drug overdose epidemic in King County Washington: “Real-time” surveillance, data science, and applied forensic epidemiology",Harruff R.C.,Journal of Forensic Sciences,2023-09-01,SCOPUS_ID:85164496390,7,True
Data science enables the development of a new class of chiral phosphoric acid catalysts,Liles J.P.,Chem,2023-06-08,SCOPUS_ID:85159088520,19,True
FHIR-PYrate: a data science friendly Python package to query FHIR servers,Hosch R.,BMC Health Services Research,2023-12-01,SCOPUS_ID:85164140108,8,True
Xel: A cloud-agnostic data platform for the design-driven building of high-availability data science services,Barron-Lugo J.A.,Future Generation Computer Systems,2023-08-01,SCOPUS_ID:85150868088,8,False
Code Code Evolution: Understanding How People Change Data Science Notebooks Over Time,Raghunandan D.,Conference on Human Factors in Computing Systems - Proceedings,2023-04-19,SCOPUS_ID:85160008914,6,True
"Correction to: Blue-cloud DAB: developing a platform to harmonize, assess and disseminate marine metadata collections (International Journal of Data Science and Analytics, (2024), 10.1007/s41060-024-00664-0)",Boldrini E.,International Journal of Data Science and Analytics,2024-01-01,SCOPUS_ID:85208028613,0,True
Interfacing data science with cell therapy manufacturing: where we are and where we need to be,Wang B.,Cytotherapy,2024-09-01,SCOPUS_ID:85195053383,0,False
Towards Building Data Science 2Y: Data Science Curriculum for Two-Year Programs,Servin C.,SIGCSE 2023 - Proceedings of the 54th ACM Technical Symposium on Computer Science Education,2023-03-06,SCOPUS_ID:85149733652,0,True
Scientific and academic contributions of professor Enric Brillas through an analysis social network analysis and data science,Jennyfer D.A.,Chemosphere,2023-12-01,SCOPUS_ID:85174598664,0,False
Unveiling the Hidden Potential of Big Data: Empowering Nurses through Data Science,Pandian V.,Revista de Enfermagem Referencia,2023-12-01,SCOPUS_ID:85192260380,0,True
Data science approach to simulating the FIFA World Cup Qatar 2022 at a website in tribute to Maradona,Álvarez A.,Computational Statistics,2024-01-01,SCOPUS_ID:85205227024,0,False
The Integral Significance of Data Science in Startup Ecosystems,Maurya S.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85196857307,0,False
The centre for health informatics: a novel approach to accelerating the field of health data science,Southern D.A.,International Journal of Population Data Science,2024-01-01,SCOPUS_ID:85188703617,0,True
How will generative AI disrupt data science in drug discovery?,Vert J.P.,Nature Biotechnology,2023-06-01,SCOPUS_ID:85158099839,34,False
Gaining Benefit from Artificial Intelligence and Data Science: A Three-Part Framework,Spector A.Z.,Communications of the ACM,2024-01-25,SCOPUS_ID:85184776718,1,True
"Fundamentals and Applications Related to Data Science, Machine Learning, and Statistical Processing Ⅲ: Feature Extraction and Machine Learning from Vibration Data",Oguma N.,"Zairyo/Journal of the Society of Materials Science, Japan",2024-09-01,SCOPUS_ID:85204723544,0,True
The Pediatric Data Science and Analytics Subgroup of the Pediatric Acute Lung Injury and Sepsis Investigators Network: Use of Supervised Machine Learning Applications in Pediatric Critical Care Medicine Research,Heneghan J.A.,Pediatric Critical Care Medicine,2024-04-01,SCOPUS_ID:85190176177,6,False
Providing insights into health data science education through artificial intelligence,Rohani N.,BMC Medical Education,2024-12-01,SCOPUS_ID:85194128627,0,True
"Correction: Temporal network analysis using zigzag persistence (EPJ Data Science, (2023), 12, 1, (6), 10.1140/epjds/s13688-023-00379-5)",Myers A.,EPJ Data Science,2023-12-01,SCOPUS_ID:85172405964,0,True
Data science approach to find an outlier in the group of cement dispersants,Kim J.H.,Construction and Building Materials,2023-03-03,SCOPUS_ID:85146869243,1,False
Assessment and Continuous Improvement of an Undergraduate Data Science Program,Clark N.,American Statistician,2024-01-01,SCOPUS_ID:85197673408,0,False
The Intersection of Metabolomics and Data Science,Kim S.,Metabolites,2023-08-01,SCOPUS_ID:85169085097,0,True
Bitcoin Heist Ransomware Attack Prediction Using Data Science Process,Sathya T.,E3S Web of Conferences,2023-07-12,SCOPUS_ID:85169566586,2,True
"Exploring Changes in Public Opinion, Political Campaigns, and Political Behavior Through Data Science and Machine Learning",Singh L.,"2nd International Conference on Artificial Intelligence and Machine Learning Applications: Healthcare and Internet of Things, AIMLA 2024",2024-01-01,SCOPUS_ID:85195135589,0,False
Learning data science in elementary school mathematics: a comparative curriculum analysis,Ow-Yeong Y.K.,International Journal of STEM Education,2023-12-01,SCOPUS_ID:85146996556,8,True
Heart Disease Prediction using Machine Learning Algorithms: A Data Science Approach,Murugananthan V.,"2024 3rd International Conference on Electrical, Electronics, Information and Communication Technologies, ICEEICT 2024",2024-01-01,SCOPUS_ID:85208751233,0,False
Unlocking New Insights for Electrocatalyst Design: A Unique Data Science Workflow Leveraging Internet-Sourced Big Data,Ding R.,ACS Catalysis,2023-10-20,SCOPUS_ID:85174799227,8,False
"Artificial intelligence and data science in recommendation system: Current trends, technologies, and applications",Majumder A.,"Artificial Intelligence and Data Science in Recommendation System: Current Trends, Technologies, and Applications",2023-08-17,SCOPUS_ID:85207038960,0,False
Reimagining Data Science Methodology for Community Well-Being Through Intersectional Feminist Voices,Lahiri S.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024-01-01,SCOPUS_ID:85192196870,0,False
Data Science and Machine Learning for Non-Programmers: Using SAS Enterprise Miner,Truong D.,Data Science and Machine Learning for Non-Programmers: Using SAS Enterprise Miner,2024-01-01,SCOPUS_ID:85184316978,0,False
Emerging Trends in Data Science and Big Data Analytics: A Bibliometric Analysis,Nageye A.Y.,SSRG International Journal of Electronics and Communication Engineering,2024-05-01,SCOPUS_ID:85196083856,0,True
"An exploratory study on Indian traditional hospitality ""atithi Devo Bhawah"" in Uttarakhand's rural areas post pandemic using data science",Bhatt S.,AIP Conference Proceedings,2024-03-22,SCOPUS_ID:85189313320,1,True
Data science methodology for time-delay estimation and data preprocessing of the time-delay challenge,Leon-Anaya L.,Monthly Notices of the Royal Astronomical Society,2023-06-01,SCOPUS_ID:85160953758,0,False
Data Science Mastery Learning Using Parsons Problems-Inspired Table Transformations,Choe J.S.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-14,SCOPUS_ID:85189133920,0,False
Using Data Science Tools to Reveal and Understand Subtle Relationships of Inhibitor Structure in Frontal Ring-Opening Metathesis Polymerization,McFadden T.P.,Journal of the American Chemical Society,2024-06-19,SCOPUS_ID:85195318456,0,False
"Navigating the data science frontier: Unveiling the life cycle, algorithms, challenges, and future prospects",Singh P.,Data-Driven Marketing for Strategic Success,2024-08-09,SCOPUS_ID:85203306570,0,False
"SAGES surgical data science task force: enhancing surgical innovation, education and quality improvement through data science",Madani A.,Surgical Endoscopy,2024-07-01,SCOPUS_ID:85195199959,0,False
"Validity, Reliability, and Significance: Empirical Methods for NLP and Data Science: Second Edition",Riezler S.,Synthesis Lectures on Human Language Technologies,2024-01-01,SCOPUS_ID:85201430128,0,False
Graph data science-driven framework to aid auditory and speech impaired individuals by accelerating sign image analysis and knowledge relegation through deep learning technique,Akhila Thejaswi R.,International Journal of System Assurance Engineering and Management,2024-01-01,SCOPUS_ID:85209123189,0,False
Customer Departure Prognostication: Modern Data Science Methods,Deepika I.,"2024 International Conference on Signal Processing, Computation, Electronics, Power and Telecommunication, IConSCEPT 2024 - Proceedings",2024-01-01,SCOPUS_ID:85203519872,0,False
Integration of data science and cloud-based IoT networks: Techniques and applications,Venkat Narayana Rao T.,"Emerging Trends in Cloud Computing Analytics, Scalability, and Service Models",2024-01-25,SCOPUS_ID:85193678607,0,False
Human-supervised data science framework for city governments: A design science approach,Hagen L.,Journal of the Association for Information Science and Technology,2023-08-01,SCOPUS_ID:85153489183,0,False
Data Science for Biochemists: Integrating and Evaluating the Use of Interactive Digital Python Notebooks in a Large-Enrollment Undergraduate Biochemistry Course,Brunk R.,Journal of Chemical Education,2024-09-10,SCOPUS_ID:85200878611,0,False
The role of artificial intelligence and data science in nanoparticles development: a review,Silveira R.F.,Nanomedicine,2024-01-01,SCOPUS_ID:85196641230,2,False
Analysis and Identification of Evil Twin Attack through Data Science Techniques Using AWID3 Dataset,Da Silva L.M.,ACM International Conference Proceeding Series,2023-10-27,SCOPUS_ID:85183463155,2,False
Data science for agricultural innovation and productivity,Gowrishankar S.,Data Science for Agricultural Innovation and Productivity,2024-02-12,SCOPUS_ID:85202006185,0,False
Machine Learning with Data Science-Enabled Lung Cancer Diagnosis and Classification Using Computed Tomography Images,Vishwa Kiran S.,International Journal of Image and Graphics,2023-05-01,SCOPUS_ID:85119412118,7,False
"9th International Conference on Machine Learning, Optimization, and Data Science, LOD 2023",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024-01-01,SCOPUS_ID:85188220505,0,False
Consequence relations and data science: From Galois mappings to data interpretation,Wolski M.,International Journal of Approximate Reasoning,2024-07-01,SCOPUS_ID:85190869157,0,False
Data science and AI among philanthropic foundations in Europe,Kilicalp S.,The Routledge Handbook of Artificial Intelligence and Philanthropy,2024-11-07,SCOPUS_ID:85208527777,0,True
Deconvoluting Nonlinear Catalyst-Substrate Effects in the Intramolecular Dirhodium-Catalyzed C-H Insertion of Donor/Donor Carbenes Using Data Science Tools,Souza L.W.,ACS Catalysis,2024-01-05,SCOPUS_ID:85180976880,1,True
The phenotype-genotype reference map: Improving biobank data science through replication,Bastarache L.,American Journal of Human Genetics,2023-09-07,SCOPUS_ID:85170073359,4,True
The ESICM datathon and the ESICM and ICMx data science strategy,Elbers P.,Intensive Care Medicine Experimental,2024-12-01,SCOPUS_ID:85187507090,0,True
"Learning designs that empower: navigating sandbox data science at the intersection of computing, big data and social media",Barany A.,Information and Learning Science,2024-10-28,SCOPUS_ID:85201547208,1,False
Investigating customer churn in banking: A machine learning approach and visualization app for data science and management,Singh P.P.,Data Science and Management,2024-03-01,SCOPUS_ID:85181666198,7,True
A day in the life of a chief data science officer and co-founder of Ignota Labs,Hosseini-Gerami L.,Biochemist,2024-01-01,SCOPUS_ID:85194912429,0,True
Data Science Opportunities To Improve Radiotherapy Planning and Clinical Decision Making,Deasy J.O.,Seminars in Radiation Oncology,2024-10-01,SCOPUS_ID:85201698363,1,False
Dead or Alive: Continuous Data Profiling for Interactive Data Science,Epperson W.,IEEE Transactions on Visualization and Computer Graphics,2024-01-01,SCOPUS_ID:85181176882,4,True
A landmark federal interagency collaboration to promote data science in health care: Million Veteran Program-Computational Health Analytics for Medical Precision to Improve Outcomes Now,Justice A.C.,JAMIA Open,2024-12-01,SCOPUS_ID:85208963031,0,True
ICCDS 2024 - International Conference on Computing and Data Science,,ICCDS 2024 - International Conference on Computing and Data Science,2024-01-01,SCOPUS_ID:85197848879,0,False
On the building of efficient self-adaptable health data science services by using dynamic patterns,Sanchez-Gallegos G.,Future Generation Computer Systems,2023-08-01,SCOPUS_ID:85152120929,5,False
"Evolutionary Large-Scale Multi-Objective Optimization and Applications: Integrating Evolutionary Computation, Machine Learning, and Data Science",Zhang X.,"Evolutionary Large-Scale Multi-Objective Optimization and Applications: Integrating Evolutionary Computation, Machine Learning, and Data Science",2024-01-01,SCOPUS_ID:85205165064,0,False
Uncovering the Limitations and Insights of Packet Status Prediction Models in IEEE 802.15.4-Based Wireless Networks and Insights from Data Science,Ávalos-Arce M.,Informatics,2024-03-01,SCOPUS_ID:85188898100,0,True
A Data Science Solution to Integrate Weather Data for Energy Consumption Analysis,Mai T.H.D.,"Proceedings - 2024 IEEE International Conference on Information Reuse and Integration for Data Science, IRI 2024",2024-01-01,SCOPUS_ID:85207820136,0,False
Teaching Data Science through Storytelling: Improving Undergraduate Data Literacy,Li Y.,Thinking Skills and Creativity,2023-06-01,SCOPUS_ID:85158891140,6,True
Open Case Studies: Statistics and Data Science Education through Real-World Applications,Wright C.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85204767406,0,True
Towards Actionable Data Science: Domain Experts as End-Users of Data Science Systems,Jung J.Y.,Computer Supported Cooperative Work: CSCW: An International Journal,2024-09-01,SCOPUS_ID:85164840279,0,False
Towards Building Data Science 2Y: Data Science Curriculum for Two-Year Programs,Servin C.,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",2024-07-08,SCOPUS_ID:85198663275,0,False
